"filename", "language", "Dart", "comment", "blank", "total"
"c:\Users\Adnan\Storage_guard\storage_guard\lib\features\warehouse\presentation\warehouse_page.dart", "Dart", 2, 0, 0, 2
"Total", "-", 2, 0, 0, 2
